id,img_path,img_name,generation_date,experiment_model_id,experiment_number,img_generation_promt
206476,/media/s1/dataset/neurostocker/core/2022/12/13/6_Futuristic_spaceship_with_a_giant_alien_spider_like_creature_in_the_cockpit..jpg,6_Futuristic_spaceship_with_a_giant_alien_spider_like_creature_in_the_cockpit..jpg,2022-12-13T00:07:35.952056,1,1,6_Futuristic_spaceship_with_a_giant_alien_spider_like_creature_in_the_cockpit.
92907,/media/s1/dataset/neurostocker/core/2022/12/6/6_A_forest_of_trees_in_a_tropical_tropical_rainforest..jpg,6_A_forest_of_trees_in_a_tropical_tropical_rainforest..jpg,2022-12-06T00:52:23.631435,1,1,6_A_forest_of_trees_in_a_tropical_tropical_rainforest.
47402,/media/s1/dataset/neurostocker/core/2022/12/2/6_A_scene_with_a_waterfall_with_a_huge_tree_on_which_a_black_eagle_sits..jpg,6_A_scene_with_a_waterfall_with_a_huge_tree_on_which_a_black_eagle_sits..jpg,2022-12-02T00:59:16.234022,1,1,6_A_scene_with_a_waterfall_with_a_huge_tree_on_which_a_black_eagle_sits.
228843,"/media/s1/dataset/neurostocker/core/2022/12/14/6_A_portrait_from_a_historic_era,_like_the_era_in_which_all_of_us_were_born..jpg","6_A_portrait_from_a_historic_era,_like_the_era_in_which_all_of_us_were_born..jpg",2022-12-14T00:48:12.513031,1,1,"6_A_portrait_from_a_historic_era,_like_the_era_in_which_all_of_us_were_born."
207022,"/media/s1/dataset/neurostocker/core/2022/12/13/6_Ancient_indonesian_temple_with_a_lot_of_birds,_bats,_ants,_monkeys_and_dragons..jpg","6_Ancient_indonesian_temple_with_a_lot_of_birds,_bats,_ants,_monkeys_and_dragons..jpg",2022-12-13T00:12:49.625994,1,1,"6_Ancient_indonesian_temple_with_a_lot_of_birds,_bats,_ants,_monkeys_and_dragons."
245588,"/media/s1/dataset/neurostocker/core/2022/12/15/6_It's_the_perfect_image_of_a_small_wood_with_an_elk_standing_by_the_lake,_which_reflects_the_sunlight..jpg","6_It's_the_perfect_image_of_a_small_wood_with_an_elk_standing_by_the_lake,_which_reflects_the_sunlight..jpg",2022-12-15T00:50:58.445011,1,1,"6_It's_the_perfect_image_of_a_small_wood_with_an_elk_standing_by_the_lake,_which_reflects_the_sunlight."
44413,/media/s1/dataset/neurostocker/core/2022/12/2/6_Dark_and_mysterious_with_a_hint_of_horror..jpg,6_Dark_and_mysterious_with_a_hint_of_horror..jpg,2022-12-02T00:56:36.165124,1,1,6_Dark_and_mysterious_with_a_hint_of_horror.
2003,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_real_urban_building_project,_3d_rendering,_studio_city,_architect_office,_city_living..jpg","3_A_real_urban_building_project,_3d_rendering,_studio_city,_architect_office,_city_living..jpg",2022-10-26T02:14:08.394697,1,1,"3_A_real_urban_building_project,_3d_rendering,_studio_city,_architect_office,_city_living."
228549,"/media/s1/dataset/neurostocker/core/2022/12/14/6_A_cool_shot_of_an_aerodynamic_and_colorful_Porsche,_in_the_sun,_being_driven_through_the_red-orange_sun..jpg","6_A_cool_shot_of_an_aerodynamic_and_colorful_Porsche,_in_the_sun,_being_driven_through_the_red-orange_sun..jpg",2022-12-14T00:45:05.348005,1,1,"6_A_cool_shot_of_an_aerodynamic_and_colorful_Porsche,_in_the_sun,_being_driven_through_the_red orange_sun."
168688,/media/s1/dataset/neurostocker/core/2022/12/10/6_Beautiful_city_with_skyscrapers_and_a_river_in_between..jpg,6_Beautiful_city_with_skyscrapers_and_a_river_in_between..jpg,2022-12-10T22:43:34.012840,1,1,6_Beautiful_city_with_skyscrapers_and_a_river_in_between.
136949,/media/s1/dataset/neurostocker/core/2022/12/9/6_A_small_city_with_very_different_vehicles_of_every_kind..jpg,6_A_small_city_with_very_different_vehicles_of_every_kind..jpg,2022-12-09T00:39:54.248645,1,1,6_A_small_city_with_very_different_vehicles_of_every_kind.
246398,"/media/s1/dataset/neurostocker/core/2022/12/15/6_An_undamaged_house_with_a_facade_of_dark_green_tiles,_white-painted_wooden_windows_and_shutters_and_a_small_garden_in_front_of_t.jpg","6_An_undamaged_house_with_a_facade_of_dark_green_tiles,_white-painted_wooden_windows_and_shutters_and_a_small_garden_in_front_of_t.jpg",2022-12-15T00:43:50.270693,1,1,"6_An_undamaged_house_with_a_facade_of_dark_green_tiles,_white painted_wooden_windows_and_shutters_and_a_small_garden_in_front_of_t"
61661,"/media/s1/dataset/neurostocker/core/2022/12/4/6_Interior_design,_bathroom_design,_large_bathroom_with_walk-in_shower..jpg","6_Interior_design,_bathroom_design,_large_bathroom_with_walk-in_shower..jpg",2022-12-04T00:17:27.643418,1,1,"6_Interior_design,_bathroom_design,_large_bathroom_with_walk in_shower."
156275,/media/s1/dataset/neurostocker/core/2022/12/10/6_A_colorful_dragonfly_in_a_field_of_nature..jpg,6_A_colorful_dragonfly_in_a_field_of_nature..jpg,2022-12-10T00:17:38.389238,1,1,6_A_colorful_dragonfly_in_a_field_of_nature.
140820,/media/s1/dataset/neurostocker/core/2022/12/9/6_Huge_building_with_lots_of_light_from_above..jpg,6_Huge_building_with_lots_of_light_from_above..jpg,2022-12-09T00:47:26.199253,1,1,6_Huge_building_with_lots_of_light_from_above.
229366,/media/s1/dataset/neurostocker/core/2022/12/14/6_A_beautiful_painting_of_a_beautiful_black_bridge_in_a_green_park_with_lots_of_colorful_umbrellas..jpg,6_A_beautiful_painting_of_a_beautiful_black_bridge_in_a_green_park_with_lots_of_colorful_umbrellas..jpg,2022-12-14T00:43:49.279583,1,1,6_A_beautiful_painting_of_a_beautiful_black_bridge_in_a_green_park_with_lots_of_colorful_umbrellas.
4845,"/media/s1/dataset/neurostocker/core/2022/10/30/3_Gothic_spooky_place,_a_castle_in_a_fog,_fog,_fog,_night_scenery,_night..jpg","3_Gothic_spooky_place,_a_castle_in_a_fog,_fog,_fog,_night_scenery,_night..jpg",2022-10-30T15:11:07.284087,1,1,"3_Gothic_spooky_place,_a_castle_in_a_fog,_fog,_fog,_night_scenery,_night."
171292,"/media/s1/dataset/neurostocker/core/2022/12/10/6_An_ethereal_image_of_the_moon,_the_only_bright_point_in_the_otherwise_dark_night_sky..jpg","6_An_ethereal_image_of_the_moon,_the_only_bright_point_in_the_otherwise_dark_night_sky..jpg",2022-12-10T22:41:24.392143,1,1,"6_An_ethereal_image_of_the_moon,_the_only_bright_point_in_the_otherwise_dark_night_sky."
92474,/media/s1/dataset/neurostocker/core/2022/12/6/6_A_street_in_Tokyo_with_a_neon_sign_in_the_shape_of_a_hamburger..jpg,6_A_street_in_Tokyo_with_a_neon_sign_in_the_shape_of_a_hamburger..jpg,2022-12-06T00:50:55.127029,1,1,6_A_street_in_Tokyo_with_a_neon_sign_in_the_shape_of_a_hamburger.
261082,/media/s1/dataset/neurostocker/core/2022/12/14/6_An_ancient_temple_in_decay_overgrown_by_nature_and_with_trees_and_bushes_growing_around_it..jpg,6_An_ancient_temple_in_decay_overgrown_by_nature_and_with_trees_and_bushes_growing_around_it..jpg,2022-12-14T23:08:35.402080,1,1,6_An_ancient_temple_in_decay_overgrown_by_nature_and_with_trees_and_bushes_growing_around_it.
148879,/media/s1/dataset/neurostocker/core/2022/12/10/6_A_piece_of_graffiti_showing_a_picture_of_a_flower..jpg,6_A_piece_of_graffiti_showing_a_picture_of_a_flower..jpg,2022-12-10T00:22:38.534797,1,1,6_A_piece_of_graffiti_showing_a_picture_of_a_flower.
38009,/media/s1/dataset/neurostocker/core/2022/12/1/6_Clear_front_view_photo_of_an_astronaut_floating_in_space..jpg,6_Clear_front_view_photo_of_an_astronaut_floating_in_space..jpg,2022-12-01T00:51:15.169636,1,1,6_Clear_front_view_photo_of_an_astronaut_floating_in_space.
222946,/media/s1/dataset/neurostocker/core/2022/12/14/6_A_picture_of_my_room_as_the_title_says..jpg,6_A_picture_of_my_room_as_the_title_says..jpg,2022-12-14T00:45:54.732277,1,1,6_A_picture_of_my_room_as_the_title_says.
104342,"/media/s1/dataset/neurostocker/core/2022/12/7/6_An_abstract_image_of_a_forest,_with_several_different_colors..jpg","6_An_abstract_image_of_a_forest,_with_several_different_colors..jpg",2022-12-07T00:55:13.645864,1,1,"6_An_abstract_image_of_a_forest,_with_several_different_colors."
193835,"/media/s1/dataset/neurostocker/core/2022/12/12/6_The_original_artwork_of_the_picture_is_on_paper,_but_this_one_is_on_digital..jpg","6_The_original_artwork_of_the_picture_is_on_paper,_but_this_one_is_on_digital..jpg",2022-12-12T23:54:09.302594,1,1,"6_The_original_artwork_of_the_picture_is_on_paper,_but_this_one_is_on_digital."
113279,"/media/s1/dataset/neurostocker/core/2022/12/7/6_A_pink_fluffy_cat,_smiling_and_wagging_its_tail..jpg","6_A_pink_fluffy_cat,_smiling_and_wagging_its_tail..jpg",2022-12-07T21:54:33.748788,1,1,"6_A_pink_fluffy_cat,_smiling_and_wagging_its_tail."
144016,"/media/s1/dataset/neurostocker/core/2022/12/9/6_The_great_arch_of_the_bridge_and_a_train_passing_through,_a_lovely_green_forest_and_a_few_houses_are_pictured..jpg","6_The_great_arch_of_the_bridge_and_a_train_passing_through,_a_lovely_green_forest_and_a_few_houses_are_pictured..jpg",2022-12-09T00:43:41.017956,1,1,"6_The_great_arch_of_the_bridge_and_a_train_passing_through,_a_lovely_green_forest_and_a_few_houses_are_pictured."
110251,/media/s1/dataset/neurostocker/core/2022/12/7/6_An_underwater_photograph_of_the_world's_oceans_(and_of_course_I_would_have_to_make_sure_it's_in_an_underwater_cave)..jpg,6_An_underwater_photograph_of_the_world's_oceans_(and_of_course_I_would_have_to_make_sure_it's_in_an_underwater_cave)..jpg,2022-12-07T00:45:49.209906,1,1,6_An_underwater_photograph_of_the_world's_oceans_(and_of_course_I_would_have_to_make_sure_it's_in_an_underwater_cave).
142280,/media/s1/dataset/neurostocker/core/2022/12/9/6_Black_and_white_picture_of_the_snow_covered_mountains..jpg,6_Black_and_white_picture_of_the_snow_covered_mountains..jpg,2022-12-09T00:33:53.102544,1,1,6_Black_and_white_picture_of_the_snow_covered_mountains.
45971,/media/s1/dataset/neurostocker/core/2022/12/2/6_A_beautiful_landscape_of_a_green_forest_that_goes_up_to_a_waterfall..jpg,6_A_beautiful_landscape_of_a_green_forest_that_goes_up_to_a_waterfall..jpg,2022-12-02T00:55:20.732702,1,1,6_A_beautiful_landscape_of_a_green_forest_that_goes_up_to_a_waterfall.
60435,"/media/s1/dataset/neurostocker/core/2022/12/4/6_A_picture_of_a_beautiful_and_magical_dragon,_it_is_from_my_gallery..jpg","6_A_picture_of_a_beautiful_and_magical_dragon,_it_is_from_my_gallery..jpg",2022-12-04T00:17:43.623512,1,1,"6_A_picture_of_a_beautiful_and_magical_dragon,_it_is_from_my_gallery."
138414,/media/s1/dataset/neurostocker/core/2022/12/9/6_Three_characters_on_the_streets_of_an_exciting_city_while_being_surrounded_by_a_bunch_of_beautiful_skyscrapers..jpg,6_Three_characters_on_the_streets_of_an_exciting_city_while_being_surrounded_by_a_bunch_of_beautiful_skyscrapers..jpg,2022-12-09T00:36:23.027419,1,1,6_Three_characters_on_the_streets_of_an_exciting_city_while_being_surrounded_by_a_bunch_of_beautiful_skyscrapers.
193215,/media/s1/dataset/neurostocker/core/2022/12/12/6_A_breathtaking_and_colourful_picture_of_a_beautiful_flower..jpg,6_A_breathtaking_and_colourful_picture_of_a_beautiful_flower..jpg,2022-12-12T23:56:13.743518,1,1,6_A_breathtaking_and_colourful_picture_of_a_beautiful_flower.
173098,/media/s1/dataset/neurostocker/core/2022/12/10/6_I_love_this_one!_You_can_really_tell_this_is_the_work_of_an_artist_or_illustrators_and_it’s_beautiful!..jpg,6_I_love_this_one!_You_can_really_tell_this_is_the_work_of_an_artist_or_illustrators_and_it’s_beautiful!..jpg,2022-12-10T22:54:18.568393,1,1,6_I_love_this_one!_You_can_really_tell_this_is_the_work_of_an_artist_or_illustrators_and_it’s_beautiful!.
163618,/media/s1/dataset/neurostocker/core/2022/12/10/6_The_amazing_picture_of_red_and_yellow_and_orange_colors..jpg,6_The_amazing_picture_of_red_and_yellow_and_orange_colors..jpg,2022-12-10T00:26:50.979188,1,1,6_The_amazing_picture_of_red_and_yellow_and_orange_colors.
830,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_fantasy_world,_a_dark_magic_world_background,_fantasy_design_sketches_concept_art,_character_concept,_concept_artist_portrait,.jpg","3_A_fantasy_world,_a_dark_magic_world_background,_fantasy_design_sketches_concept_art,_character_concept,_concept_artist_portrait,.jpg",2022-10-23T23:23:21.960742,1,1,"3_A_fantasy_world,_a_dark_magic_world_background,_fantasy_design_sketches_concept_art,_character_concept,_concept_artist_portrait,"
145337,"/media/s1/dataset/neurostocker/core/2022/12/9/6_A_blue_sky,_blue_ocean_and_a_sandy_shoreline_at_sunset..jpg","6_A_blue_sky,_blue_ocean_and_a_sandy_shoreline_at_sunset..jpg",2022-12-09T00:31:28.257694,1,1,"6_A_blue_sky,_blue_ocean_and_a_sandy_shoreline_at_sunset."
84291,/media/s1/dataset/neurostocker/core/2022/12/6/6_A_picture_taken_in_the_wild_and_open_and_the_sun_shining_brightly..jpg,6_A_picture_taken_in_the_wild_and_open_and_the_sun_shining_brightly..jpg,2022-12-06T01:00:00.837729,1,1,6_A_picture_taken_in_the_wild_and_open_and_the_sun_shining_brightly.
171363,/media/s1/dataset/neurostocker/core/2022/12/10/6_The_first_color_image_of_the_red_planet_from_the_planet_mars..jpg,6_The_first_color_image_of_the_red_planet_from_the_planet_mars..jpg,2022-12-10T22:54:33.048474,1,1,6_The_first_color_image_of_the_red_planet_from_the_planet_mars.
130768,/media/s1/dataset/neurostocker/core/2022/12/9/6_A_picture_of_the_sunset_seen_from_the_sea..jpg,6_A_picture_of_the_sunset_seen_from_the_sea..jpg,2022-12-09T00:50:16.020231,1,1,6_A_picture_of_the_sunset_seen_from_the_sea.
30241,/media/s1/dataset/neurostocker/core/2022/11/30/6_A_vast_field_as_the_setting_of_a_battle..jpg,6_A_vast_field_as_the_setting_of_a_battle..jpg,2022-11-30T00:51:00.130079,1,1,6_A_vast_field_as_the_setting_of_a_battle.
32604,"/media/s1/dataset/neurostocker/core/2022/12/1/6_A_lot_of_green_grass,_a_tree_and_a_bench..jpg","6_A_lot_of_green_grass,_a_tree_and_a_bench..jpg",2022-12-01T00:57:35.043706,1,1,"6_A_lot_of_green_grass,_a_tree_and_a_bench."
40537,"/media/s1/dataset/neurostocker/core/2022/12/2/6_An_ancient_temple_with_a_lot_of_art_objects_around,_a_statue_in_the_middle_of_the_room_and_a_golden_floor_made_of_stone..jpg","6_An_ancient_temple_with_a_lot_of_art_objects_around,_a_statue_in_the_middle_of_the_room_and_a_golden_floor_made_of_stone..jpg",2022-12-02T00:57:05.853290,1,1,"6_An_ancient_temple_with_a_lot_of_art_objects_around,_a_statue_in_the_middle_of_the_room_and_a_golden_floor_made_of_stone."
215171,"/media/s1/dataset/neurostocker/core/2022/12/14/6_An_enchanting_picture_of_a_castle_sitting_in_green_mountains_under_the_full_moon,_surrounded_by_a_white_river..jpg","6_An_enchanting_picture_of_a_castle_sitting_in_green_mountains_under_the_full_moon,_surrounded_by_a_white_river..jpg",2022-12-14T00:47:15.140718,1,1,"6_An_enchanting_picture_of_a_castle_sitting_in_green_mountains_under_the_full_moon,_surrounded_by_a_white_river."
204544,/media/s1/dataset/neurostocker/core/2022/12/13/6_A_picture_of_a_house_in_the_city_center..jpg,6_A_picture_of_a_house_in_the_city_center..jpg,2022-12-13T00:09:01.776591,1,1,6_A_picture_of_a_house_in_the_city_center.
200882,/media/s1/dataset/neurostocker/core/2022/12/13/6_A_landscape_of_red_rock_and_blue_sky..jpg,6_A_landscape_of_red_rock_and_blue_sky..jpg,2022-12-13T00:10:14.953044,1,1,6_A_landscape_of_red_rock_and_blue_sky.
21689,/media/s1/dataset/neurostocker/core/2022/11/29/6_Top_Gear_in_Tokyo_(a_bit_slow)_or_Top_Gear_in_Tokyo_running_very_fast_at_sunset..jpg,6_Top_Gear_in_Tokyo_(a_bit_slow)_or_Top_Gear_in_Tokyo_running_very_fast_at_sunset..jpg,2022-11-29T00:58:39.371408,1,1,6_Top_Gear_in_Tokyo_(a_bit_slow)_or_Top_Gear_in_Tokyo_running_very_fast_at_sunset.
239337,"/media/s1/dataset/neurostocker/core/2022/12/15/6_Classic_vintage_kasir,_traditional_wooden_house_with_a_balcony..jpg","6_Classic_vintage_kasir,_traditional_wooden_house_with_a_balcony..jpg",2022-12-15T00:51:42.541261,1,1,"6_Classic_vintage_kasir,_traditional_wooden_house_with_a_balcony."
246404,"/media/s1/dataset/neurostocker/core/2022/12/15/6_High_resolution_open_view_of_a_city,_the_atmosphere_is_calming,_the_city_looks_big,_the_city_is_big..jpg","6_High_resolution_open_view_of_a_city,_the_atmosphere_is_calming,_the_city_looks_big,_the_city_is_big..jpg",2022-12-15T00:47:53.211982,1,1,"6_High_resolution_open_view_of_a_city,_the_atmosphere_is_calming,_the_city_looks_big,_the_city_is_big."
214612,/media/s1/dataset/neurostocker/core/2022/12/14/6_Beautiful_pictures_on_different_backgrounds_and_in_a_variety_of_moods_and_textures..jpg,6_Beautiful_pictures_on_different_backgrounds_and_in_a_variety_of_moods_and_textures..jpg,2022-12-14T00:44:53.783941,1,1,6_Beautiful_pictures_on_different_backgrounds_and_in_a_variety_of_moods_and_textures.
205573,/media/s1/dataset/neurostocker/core/2022/12/12/6_Red_and_white_with_a_green_accent_of_a_tree..jpg,6_Red_and_white_with_a_green_accent_of_a_tree..jpg,2022-12-12T23:56:41.495718,1,1,6_Red_and_white_with_a_green_accent_of_a_tree.
128345,/media/s1/dataset/neurostocker/core/2022/12/7/6_This_photograph_was_taken_at_sunrise_in_a_forest..jpg,6_This_photograph_was_taken_at_sunrise_in_a_forest..jpg,2022-12-07T22:06:28.962282,1,1,6_This_photograph_was_taken_at_sunrise_in_a_forest.
203820,/media/s1/dataset/neurostocker/core/2022/12/13/6_A_picture_of_a_landscape_with_a_huge_waterfall_that_pours_down_from_a_volcano..jpg,6_A_picture_of_a_landscape_with_a_huge_waterfall_that_pours_down_from_a_volcano..jpg,2022-12-13T00:03:53.766644,1,1,6_A_picture_of_a_landscape_with_a_huge_waterfall_that_pours_down_from_a_volcano.
161659,"/media/s1/dataset/neurostocker/core/2022/12/10/6_A_city_of_glass_made_by_a_glass_factory,_it_is_a_fantasy_art_drawn_by_disney_concept_artists..jpg","6_A_city_of_glass_made_by_a_glass_factory,_it_is_a_fantasy_art_drawn_by_disney_concept_artists..jpg",2022-12-10T00:08:50.161810,1,1,"6_A_city_of_glass_made_by_a_glass_factory,_it_is_a_fantasy_art_drawn_by_disney_concept_artists."
158426,/media/s1/dataset/neurostocker/core/2022/12/10/6_Open_terrace_with_a_view_of_the_sunset_in_front_of_a_forest..jpg,6_Open_terrace_with_a_view_of_the_sunset_in_front_of_a_forest..jpg,2022-12-10T00:11:08.682716,1,1,6_Open_terrace_with_a_view_of_the_sunset_in_front_of_a_forest.
3531,"/media/s1/dataset/neurostocker/core/2022/10/27/3_A_halloween_haunted_house,_haunted,_halloween_and_scary,_dynamic_lighting,_classic_illustration,_1_9_8_0_s,_3D..jpg","3_A_halloween_haunted_house,_haunted,_halloween_and_scary,_dynamic_lighting,_classic_illustration,_1_9_8_0_s,_3D..jpg",2022-10-27T16:53:38.411983,1,1,"3_A_halloween_haunted_house,_haunted,_halloween_and_scary,_dynamic_lighting,_classic_illustration,_1_9_8_0_s,_3D."
98474,/media/s1/dataset/neurostocker/core/2022/12/7/6_A_futuristic_modernistic_looking_house_filled_with_modernistic_objects..jpg,6_A_futuristic_modernistic_looking_house_filled_with_modernistic_objects..jpg,2022-12-07T00:42:29.104750,1,1,6_A_futuristic_modernistic_looking_house_filled_with_modernistic_objects.
153559,"/media/s1/dataset/neurostocker/core/2022/12/10/6_Giant_ocean_wave,_that_seems_like_there_is_so_much_of_it..jpg","6_Giant_ocean_wave,_that_seems_like_there_is_so_much_of_it..jpg",2022-12-10T00:18:14.933473,1,1,"6_Giant_ocean_wave,_that_seems_like_there_is_so_much_of_it."
178581,"/media/s1/dataset/neurostocker/core/2022/12/10/6_A_very_fancy_party_with_a_colorful_decor,_candles_and_sparkles..jpg","6_A_very_fancy_party_with_a_colorful_decor,_candles_and_sparkles..jpg",2022-12-10T22:48:11.446357,1,1,"6_A_very_fancy_party_with_a_colorful_decor,_candles_and_sparkles."
235734,"/media/s1/dataset/neurostocker/core/2022/12/14/6_An_interactive_map_of_the_World_where_every_dot_represents_a_country,_or_a_planet_you_could_see..jpg","6_An_interactive_map_of_the_World_where_every_dot_represents_a_country,_or_a_planet_you_could_see..jpg",2022-12-14T00:48:50.281237,1,1,"6_An_interactive_map_of_the_World_where_every_dot_represents_a_country,_or_a_planet_you_could_see."
78069,"/media/s1/dataset/neurostocker/core/2022/12/4/6_The_Legend_of_Zelda_landscape_with_ancient_temples,_forest,_and_water_at_the_bottom..jpg","6_The_Legend_of_Zelda_landscape_with_ancient_temples,_forest,_and_water_at_the_bottom..jpg",2022-12-04T22:16:21.950447,1,1,"6_The_Legend_of_Zelda_landscape_with_ancient_temples,_forest,_and_water_at_the_bottom."
242221,/media/s1/dataset/neurostocker/core/2022/12/14/6_A_photograph_of_an_animal_in_the_wild..jpg,6_A_photograph_of_an_animal_in_the_wild..jpg,2022-12-14T23:00:49.504582,1,1,6_A_photograph_of_an_animal_in_the_wild.
255354,"/media/s1/dataset/neurostocker/core/2022/12/14/6_Ruins_in_the_depths_of_a_green_valley,_with_ruins_of_old_buildings..jpg","6_Ruins_in_the_depths_of_a_green_valley,_with_ruins_of_old_buildings..jpg",2022-12-14T23:03:41.425093,1,1,"6_Ruins_in_the_depths_of_a_green_valley,_with_ruins_of_old_buildings."
