,id,img_path,img_name,rating
10,11,/media/s1/dataset/neurostocker/core/2022/10/23/3_House_in_city_street_in_a_modern_contemporary_architecture..jpg,3_House_in_city_street_in_a_modern_contemporary_architecture..jpg,2
11,12,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_detailed_portrait_of_an_artist_painting_a_beautiful_model_in_art_college,..jpg","3_A_detailed_portrait_of_an_artist_painting_a_beautiful_model_in_art_college,..jpg",2
12,13,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Browsing_in_a_cyber_café,_computer_monitor,_laptop_computer,_monitor..jpg","3_Browsing_in_a_cyber_café,_computer_monitor,_laptop_computer,_monitor..jpg",2
13,14,/media/s1/dataset/neurostocker/core/2022/10/23/3_A_look_into_the_future_based_on_the_current_world..jpg,3_A_look_into_the_future_based_on_the_current_world..jpg,2
14,15,"/media/s1/dataset/neurostocker/core/2022/10/23/3_The_cover_of_the_first_Iron_Maiden_album,_cinematic,_epic,_heroic,_glamourous..jpg","3_The_cover_of_the_first_Iron_Maiden_album,_cinematic,_epic,_heroic,_glamourous..jpg",3
15,16,"/media/s1/dataset/neurostocker/core/2022/10/23/3_This_is_a_scene_featuring_the_city_landscape_where_the_buildings_appear_on_a_beach,_i_have_added_this_for_the_beach,_i_have_used.jpg","3_This_is_a_scene_featuring_the_city_landscape_where_the_buildings_appear_on_a_beach,_i_have_added_this_for_the_beach,_i_have_used.jpg",3
16,17,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Rough_ocean_storm_cinematic,_hyper_realistic,_8k,_epic_composition,_octane_render,_artstation_landscape_vista_photography..jpg","3_Rough_ocean_storm_cinematic,_hyper_realistic,_8k,_epic_composition,_octane_render,_artstation_landscape_vista_photography..jpg",3
17,18,"/media/s1/dataset/neurostocker/core/2022/10/23/3_The_city_center_of_nelson,_new_zealand,_australia_street..jpg","3_The_city_center_of_nelson,_new_zealand,_australia_street..jpg",3
18,19,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Waterfalls_background,_mountain_lake,_waterfalls,_waterfall_effect,_high..jpg","3_Waterfalls_background,_mountain_lake,_waterfalls,_waterfall_effect,_high..jpg",3
19,20,"/media/s1/dataset/neurostocker/core/2022/10/23/3_The_Legend_of_Zelda_3d_landscape,_epic,_8K,_rendered_in_octane..jpg","3_The_Legend_of_Zelda_3d_landscape,_epic,_8K,_rendered_in_octane..jpg",2
20,21,/media/s1/dataset/neurostocker/core/2022/10/23/3_A_postcard_showing_how_to_fold_a_paper_with_a_different_texture_texture..jpg,3_A_postcard_showing_how_to_fold_a_paper_with_a_different_texture_texture..jpg,2
21,22,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Realistic_character_design_of_a_character,_realistic,_stylised,_stylised_character,_realistic..jpg","3_Realistic_character_design_of_a_character,_realistic,_stylised,_stylised_character,_realistic..jpg",2
22,23,/media/s1/dataset/neurostocker/core/2022/10/23/3_The_concept_for_the_title_sequence_of_this_series..jpg,3_The_concept_for_the_title_sequence_of_this_series..jpg,3
23,24,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Interior_and_exterior_of_house,_furniture_design,_industrial_design,..jpg","3_Interior_and_exterior_of_house,_furniture_design,_industrial_design,..jpg",3
24,25,"/media/s1/dataset/neurostocker/core/2022/10/23/3_An_oil_refinery_in_2020,_industrial,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista.jpg","3_An_oil_refinery_in_2020,_industrial,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista.jpg",3
25,26,"/media/s1/dataset/neurostocker/core/2022/10/23/3_3D_design,_3D_modeling_and_3D_rendering,_animation,_industrial..jpg","3_3D_design,_3D_modeling_and_3D_rendering,_animation,_industrial..jpg",3
26,27,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Hyper_realistic_city_city_in_the_year_2000,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artsta.jpg","3_Hyper_realistic_city_city_in_the_year_2000,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artsta.jpg",4
27,28,/media/s1/dataset/neurostocker/core/2022/10/23/3_Dark_and_stormy_sky_with_clouds_and_fog..jpg,3_Dark_and_stormy_sky_with_clouds_and_fog..jpg,3
28,29,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Amazing_castle_and_countryside_design_and_illustration,_artstation,_futuristic,_3d,_hyper_detailed,_new_modern..jpg","3_Amazing_castle_and_countryside_design_and_illustration,_artstation,_futuristic,_3d,_hyper_detailed,_new_modern..jpg",3
29,30,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Dark_forest_night,_epic_sky_views,_at_night,_forest,_forest_at_night,_outdoor,_beautiful_views..jpg","3_Dark_forest_night,_epic_sky_views,_at_night,_forest,_forest_at_night,_outdoor,_beautiful_views..jpg",3
30,31,"/media/s1/dataset/neurostocker/core/2022/10/23/3_SciFi_scene_concept,_science_fiction,_8k,_epic_background_with_hyper_detailed_character..jpg","3_SciFi_scene_concept,_science_fiction,_8k,_epic_background_with_hyper_detailed_character..jpg",3
31,32,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Full_image,_with_background,_character_&_props_details,_d_&_d_concept_art,_background_hyper_detailed..jpg","3_Full_image,_with_background,_character_&_props_details,_d_&_d_concept_art,_background_hyper_detailed..jpg",3
32,33,/media/s1/dataset/neurostocker/core/2022/10/23/3_A_view_on_a_very_old_but_strong_ancient..jpg,3_A_view_on_a_very_old_but_strong_ancient..jpg,2
33,34,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Vintage_sports_cars,_racing_cars,_classic_cars,_Ferrari,_Lamborghini..jpg","3_Vintage_sports_cars,_racing_cars,_classic_cars,_Ferrari,_Lamborghini..jpg",2
34,35,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Landscapes,_at_the_beach_or_outside_a_hotel..jpg","3_Landscapes,_at_the_beach_or_outside_a_hotel..jpg",3
35,36,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Night_sky,_rain,_lightning,_clouds,_stars,_night,_day,_day_moon..jpg","3_Night_sky,_rain,_lightning,_clouds,_stars,_night,_day,_day_moon..jpg",3
36,37,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Ancient_temple_ruins_and_ruins_of_war,_ancient_indonesian_villages,_warriors_and..jpg","3_Ancient_temple_ruins_and_ruins_of_war,_ancient_indonesian_villages,_warriors_and..jpg",2
37,38,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Legend_of_Zelda_castle_at_night,_epic,_atmosphere,_night_landscape,..jpg","3_Legend_of_Zelda_castle_at_night,_epic,_atmosphere,_night_landscape,..jpg",3
38,39,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_city_landscape_shot_of_New_York_City,_a_lot_of_details_in_the_buildings,_the_cityscape_has_lots_of_details,_including_the_brid.jpg","3_A_city_landscape_shot_of_New_York_City,_a_lot_of_details_in_the_buildings,_the_cityscape_has_lots_of_details,_including_the_brid.jpg",3
39,40,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_city_view_from_high_up_in_a_futuristic,_near_future,_skyscraper_architecture..jpg","3_A_city_view_from_high_up_in_a_futuristic,_near_future,_skyscraper_architecture..jpg",3
40,41,"/media/s1/dataset/neurostocker/core/2022/10/23/3_The_living_room_of_a_wooden_house,_cozy_fireplace,_d_&_d_wallpaper..jpg","3_The_living_room_of_a_wooden_house,_cozy_fireplace,_d_&_d_wallpaper..jpg",3
41,42,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Fantasy_art,_art,_fantasy,_fantasy_illustration,_fantasy_artist,_fantasy_image,_monster_character,_character..jpg","3_Fantasy_art,_art,_fantasy,_fantasy_illustration,_fantasy_artist,_fantasy_image,_monster_character,_character..jpg",2
42,43,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_post_apocalyptic_landscape,_destroyed_futuristic_world,_wasteland,_post_world_war_3,_future_world,_a_city_in_the_sky,_post..jpg","3_A_post_apocalyptic_landscape,_destroyed_futuristic_world,_wasteland,_post_world_war_3,_future_world,_a_city_in_the_sky,_post..jpg",3
43,44,/media/s1/dataset/neurostocker/core/2022/10/23/3_An_attractive_portrait_concept_drawn_for_a_tv_show_or_movie_for_a_tv_show_or_movie_concept_about_real-life_issues_(..jpg,3_An_attractive_portrait_concept_drawn_for_a_tv_show_or_movie_for_a_tv_show_or_movie_concept_about_real-life_issues_(..jpg,3
44,45,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Indonesian_village_and_warriors,_epic,_concept_art,_matte_painting..jpg","3_Indonesian_village_and_warriors,_epic,_concept_art,_matte_painting..jpg",3
45,46,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_cinematic_and_hyper-realistic_urban_jungle_scene,_8K,_cinematic,_octane_render..jpg","3_A_cinematic_and_hyper-realistic_urban_jungle_scene,_8K,_cinematic,_octane_render..jpg",3
46,47,"/media/s1/dataset/neurostocker/core/2022/10/23/3_An_artsy_and_detailed_city_in_2100,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_lan.jpg","3_An_artsy_and_detailed_city_in_2100,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_lan.jpg",3
47,48,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Beautiful_city_in_the_rain,_interior,_cityscape,_architecture,_night_exterior..jpg","3_Beautiful_city_in_the_rain,_interior,_cityscape,_architecture,_night_exterior..jpg",3
48,49,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Water_fall,_water_fall_with_fish,_water_fall,_waterfall,_pool,_pool_with_fish,..jpg","3_Water_fall,_water_fall_with_fish,_water_fall,_waterfall,_pool,_pool_with_fish,..jpg",3
49,50,/media/s1/dataset/neurostocker/core/2022/10/23/3_Black_and_white_abstract_art_work_by_leonardo_davinci's..jpg,3_Black_and_white_abstract_art_work_by_leonardo_davinci's..jpg,2
50,51,/media/s1/dataset/neurostocker/core/2022/10/23/3_A_set_of_modern_wallpapers_inspired_by_the_works..jpg,3_A_set_of_modern_wallpapers_inspired_by_the_works..jpg,4
51,52,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_colorful_animated_painting_of_an_elephant_with_a_beautiful_view,_fantasy,_a_large..jpg","3_A_colorful_animated_painting_of_an_elephant_with_a_beautiful_view,_fantasy,_a_large..jpg",3
52,53,/media/s1/dataset/neurostocker/core/2022/10/23/3_Beautiful_images_of_the_ancient_indonesian_and_indonesian_culture_in_a..jpg,3_Beautiful_images_of_the_ancient_indonesian_and_indonesian_culture_in_a..jpg,2
53,54,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_beautiful_sunset,_landscape,_urban,_photo-realistic,_modern,_realistic..jpg","3_A_beautiful_sunset,_landscape,_urban,_photo-realistic,_modern,_realistic..jpg",2
54,55,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Cute_dogs,_urban_vista,_realistic,_8k,_octane_render,_cinematic,_artstation_landscape_photography,_realistic,_architectural..jpg","3_Cute_dogs,_urban_vista,_realistic,_8k,_octane_render,_cinematic,_artstation_landscape_photography,_realistic,_architectural..jpg",2
55,56,/media/s1/dataset/neurostocker/core/2022/10/23/3_A_scene_of_a_battle_between_a_dragon_and_a_samurai..jpg,3_A_scene_of_a_battle_between_a_dragon_and_a_samurai..jpg,2
56,57,"/media/s1/dataset/neurostocker/core/2022/10/23/3_The_house_is_very_elegant_with_a_small_garden_and_a_patio,_is_located_in_the_countryside,_in_a_private_building,_a_great_landsca.jpg","3_The_house_is_very_elegant_with_a_small_garden_and_a_patio,_is_located_in_the_countryside,_in_a_private_building,_a_great_landsca.jpg",3
57,58,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Clear_and_concise_concept_of_an_architectural_style,_vector,_image,_modern..jpg","3_Clear_and_concise_concept_of_an_architectural_style,_vector,_image,_modern..jpg",3
58,59,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_3d_model_of_a_cute_bunny,_3d..jpg","3_A_3d_model_of_a_cute_bunny,_3d..jpg",3
59,60,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Close_up_in_the_city_and_traffic,_detailed_cityscapes,_modern_architecture,_contemporary_cityscape_render..jpg","3_Close_up_in_the_city_and_traffic,_detailed_cityscapes,_modern_architecture,_contemporary_cityscape_render..jpg",3
60,61,"/media/s1/dataset/neurostocker/core/2022/10/23/3_The_world_map,_the_world_in_a_map,_the_world,_atlas,_fantasy,_cartography,_fantasy,_fantasy_art,_adventure,_world_map,..jpg","3_The_world_map,_the_world_in_a_map,_the_world,_atlas,_fantasy,_cartography,_fantasy,_fantasy_art,_adventure,_world_map,..jpg",3
61,62,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Aerial_views_of_a_city,_architecture,_top_quality,_architecture,_a_single_structure_is_very_recognizable,_architecture..jpg","3_Aerial_views_of_a_city,_architecture,_top_quality,_architecture,_a_single_structure_is_very_recognizable,_architecture..jpg",3
62,63,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Architectural_render,_a_design_for_a_city_center,_industrial,_design..jpg","3_Architectural_render,_a_design_for_a_city_center,_industrial,_design..jpg",3
63,64,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_scene_with_various_lights_and_lines,_a_large_neon_sign,_an_office_with_a_window_view,..jpg","3_A_scene_with_various_lights_and_lines,_a_large_neon_sign,_an_office_with_a_window_view,..jpg",3
64,65,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Medieval_castle_nathria,_night,_raining,_dark,_huge_castle_and..jpg","3_Medieval_castle_nathria,_night,_raining,_dark,_huge_castle_and..jpg",3
65,66,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Landscape_architectural_rendering_of_a_futuristic_city,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstat.jpg","3_Landscape_architectural_rendering_of_a_futuristic_city,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstat.jpg",3
66,67,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_still_of_a_bird_in_flight,_aerial_view,_photo_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape..jpg","3_A_still_of_a_bird_in_flight,_aerial_view,_photo_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape..jpg",3
67,68,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_futuristic_hyper_realistic_space_city,_octane_renderer,_epic_space_vista_image,..jpg","3_A_futuristic_hyper_realistic_space_city,_octane_renderer,_epic_space_vista_image,..jpg",3
68,69,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_beautiful_futuristic_portrait_covered_by_mask_made_of_wires_and_black_pearl,..jpg","3_A_beautiful_futuristic_portrait_covered_by_mask_made_of_wires_and_black_pearl,..jpg",3
69,70,/media/s1/dataset/neurostocker/core/2022/10/23/3_A_piece_of_film_and_television_screen_writing_describing_every_screen_with_every_word..jpg,3_A_piece_of_film_and_television_screen_writing_describing_every_screen_with_every_word..jpg,2
70,71,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Epic,_hyper_realism,_hyper_naturalistic_portrait_of_a_character,_8k,_high_resolution,_8bit_art,_photo_realistic_landscape..jpg","3_Epic,_hyper_realism,_hyper_naturalistic_portrait_of_a_character,_8k,_high_resolution,_8bit_art,_photo_realistic_landscape..jpg",3
71,72,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_modern_architecture_built_on_top_of_abandoned_mountain_village,..jpg","3_A_modern_architecture_built_on_top_of_abandoned_mountain_village,..jpg",3
72,73,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_great_portrait_of_a_fantasy_character,_detail_of_a_dragon_flying_above_the_city_with_buildings_in_the_background,_urban_backgr.jpg","3_A_great_portrait_of_a_fantasy_character,_detail_of_a_dragon_flying_above_the_city_with_buildings_in_the_background,_urban_backgr.jpg",2
73,74,"/media/s1/dataset/neurostocker/core/2022/10/23/3_City_landscape,_octane_render,_8k,_atmospheric,_epic,_cinematic,_atmospheric,_3d..jpg","3_City_landscape,_octane_render,_8k,_atmospheric,_epic,_cinematic,_atmospheric,_3d..jpg",3
74,75,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_scene_from_a_film_I_am_interested_in,_I_would_add_lots_of_atmospheric_props,_and_lighting_to_the_scene..jpg","3_A_scene_from_a_film_I_am_interested_in,_I_would_add_lots_of_atmospheric_props,_and_lighting_to_the_scene..jpg",3
75,76,"/media/s1/dataset/neurostocker/core/2022/10/23/3_This_work_of_art,_a_magical_looking_character_based_on_the_fantasy_genre,_character_concept_art,..jpg","3_This_work_of_art,_a_magical_looking_character_based_on_the_fantasy_genre,_character_concept_art,..jpg",2
76,77,"/media/s1/dataset/neurostocker/core/2022/10/23/3_City_scene;_office,_room_and_house,_interior_and_exterior_scene,_hyper_realistic,_8k,_octane_render,_architectural,_surreal,_art.jpg","3_City_scene;_office,_room_and_house,_interior_and_exterior_scene,_hyper_realistic,_8k,_octane_render,_architectural,_surreal,_art.jpg",3
77,78,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_high_definition_picture_of_the_earth,_wide_screen,_photo..jpg","3_A_high_definition_picture_of_the_earth,_wide_screen,_photo..jpg",3
78,79,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_war_scene_with_lots_of_guns_and_explosions,_war_epic,_war..jpg","3_A_war_scene_with_lots_of_guns_and_explosions,_war_epic,_war..jpg",3
79,80,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_fantasy_vista_shot_from_a_magical_lands,_landscape,_hyperrealism,_hyper_realism,_hyper_realistic,_8k,_epic,_vram,_4..jpg","3_A_fantasy_vista_shot_from_a_magical_lands,_landscape,_hyperrealism,_hyper_realism,_hyper_realistic,_8k,_epic,_vram,_4..jpg",3
80,81,/media/s1/dataset/neurostocker/core/2022/10/23/3_A_dark_city_urban_landscape_shot_featuring_a_tall_industrial_chimney_in_skyline..jpg,3_A_dark_city_urban_landscape_shot_featuring_a_tall_industrial_chimney_in_skyline..jpg,3
81,82,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_close_up_of_a_group_of_friends_eating_pizza,_eating,..jpg","3_A_close_up_of_a_group_of_friends_eating_pizza,_eating,..jpg",2
82,83,"/media/s1/dataset/neurostocker/core/2022/10/23/3_The_view_to_an_exotic_waterway_to_a_distant_city_from_a_watertower,_beautiful_seascape,_artist,_8k,_atmospheric,_epic_compositio.jpg","3_The_view_to_an_exotic_waterway_to_a_distant_city_from_a_watertower,_beautiful_seascape,_artist,_8k,_atmospheric,_epic_compositio.jpg",3
83,84,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Light_effect_lighting,_atmoshpere,_8k,_atmospheric,_cinematic,_octane_render,_artstation_landscape_photography..jpg","3_Light_effect_lighting,_atmoshpere,_8k,_atmospheric,_cinematic,_octane_render,_artstation_landscape_photography..jpg",2
84,85,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_portrait_of_the_famous_actor_and_director,_a_master_of_cinema,_an_icon_of_the_1960s_and_70s,_a_genius,_the_last_century,_the_g.jpg","3_A_portrait_of_the_famous_actor_and_director,_a_master_of_cinema,_an_icon_of_the_1960s_and_70s,_a_genius,_the_last_century,_the_g.jpg",2
85,86,"/media/s1/dataset/neurostocker/core/2022/10/23/3_This_portrait_was_created_with_photoshop_cs6,_background_pattern_with_phot..jpg","3_This_portrait_was_created_with_photoshop_cs6,_background_pattern_with_phot..jpg",2
86,87,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Contemporary_abstract_work_in_dark_tone,_charcoal_&_graphite,_oil_on_canvas,_realism,..jpg","3_Contemporary_abstract_work_in_dark_tone,_charcoal_&_graphite,_oil_on_canvas,_realism,..jpg",3
87,88,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Large_scale,_landscape,_epic,_epic_composition,_epic_landscapes,_large_objects,_architecture,_large_view_of_space..jpg","3_Large_scale,_landscape,_epic,_epic_composition,_epic_landscapes,_large_objects,_architecture,_large_view_of_space..jpg",3
88,89,"/media/s1/dataset/neurostocker/core/2022/10/23/3_An_exotic_world,_an_exotic_paradise,_an_indonesia_island,..jpg","3_An_exotic_world,_an_exotic_paradise,_an_indonesia_island,..jpg",3
89,90,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_little_town_with_houses_and_trees,_surreal_landscapes,_3d_animation_character_painting,_epic,_high_detail,_art..jpg","3_A_little_town_with_houses_and_trees,_surreal_landscapes,_3d_animation_character_painting,_epic,_high_detail,_art..jpg",3
90,91,/media/s1/dataset/neurostocker/core/2022/10/23/3_This_video_is_a_list_of_the_top_80_things_to_see..jpg,3_This_video_is_a_list_of_the_top_80_things_to_see..jpg,2
91,92,/media/s1/dataset/neurostocker/core/2022/10/23/3_The_movie_industry's_most_expensive_film_production_company_has_to_be_a_major_concern..jpg,3_The_movie_industry's_most_expensive_film_production_company_has_to_be_a_major_concern..jpg,2
92,93,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Modern_luxury_hotel,_artstyle_architecture,_high_ceiling,_large_windows,_glass_walls_views_ocean_and_city,_artstation_landscape_.jpg","3_Modern_luxury_hotel,_artstyle_architecture,_high_ceiling,_large_windows,_glass_walls_views_ocean_and_city,_artstation_landscape_.jpg",3
93,94,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_modern_glass_and_steel_office_building_skyscape,_skyscraper,_architecture,_interior,_3d_walkthrough,_360_images,_industrial_de.jpg","3_A_modern_glass_and_steel_office_building_skyscape,_skyscraper,_architecture,_interior,_3d_walkthrough,_360_images,_industrial_de.jpg",3
94,95,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Modern_day_landscape_in_the_desert,_hyperrealisitic,_8k,_octane_render,_8k_photostudio,_artstation_landscape_vista_photography..jpg","3_Modern_day_landscape_in_the_desert,_hyperrealisitic,_8k,_octane_render,_8k_photostudio,_artstation_landscape_vista_photography..jpg",3
95,96,"/media/s1/dataset/neurostocker/core/2022/10/23/3_The_best_Zelda_art_collection_all_of_the_best_Zelda_art_collection,..jpg","3_The_best_Zelda_art_collection_all_of_the_best_Zelda_art_collection,..jpg",3
96,97,/media/s1/dataset/neurostocker/core/2022/10/23/3_A_high_quality_custom_made_design_made_to_be..jpg,3_A_high_quality_custom_made_design_made_to_be..jpg,3
97,98,"/media/s1/dataset/neurostocker/core/2022/10/23/3_The_castle_of_Albrecht_Dürer_in_renaissance_style,_gothic..jpg","3_The_castle_of_Albrecht_Dürer_in_renaissance_style,_gothic..jpg",3
98,99,"/media/s1/dataset/neurostocker/core/2022/10/23/3_The_legend_of_Zelda,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_ph.jpg","3_The_legend_of_Zelda,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_ph.jpg",3
99,100,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Cascading_fire,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photography..jpg","3_Cascading_fire,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photography..jpg",3
100,101,"/media/s1/dataset/neurostocker/core/2022/10/23/3_A_new_kind_of_super_plane_made_using_advanced_aerodynamics,_in_a_black_background_a_futuristic_design_of_superfast,_next_generat.jpg","3_A_new_kind_of_super_plane_made_using_advanced_aerodynamics,_in_a_black_background_a_futuristic_design_of_superfast,_next_generat.jpg",2
101,102,"/media/s1/dataset/neurostocker/core/2022/10/23/3_An_interactive,_virtual_simulation_of_the_solar_System_in_3d_based_on_the_Theory_of_Special..jpg","3_An_interactive,_virtual_simulation_of_the_solar_System_in_3d_based_on_the_Theory_of_Special..jpg",3
102,103,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Amazing_landscape_design_for_modern_architecture,_super_realistic,_very_high_quality,_high_contrast,_ultra..jpg","3_Amazing_landscape_design_for_modern_architecture,_super_realistic,_very_high_quality,_high_contrast,_ultra..jpg",2
103,104,"/media/s1/dataset/neurostocker/core/2022/10/23/3_The_Legend_of_Zelda_world_made_of_fire,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vi.jpg","3_The_Legend_of_Zelda_world_made_of_fire,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vi.jpg",4
104,105,"/media/s1/dataset/neurostocker/core/2022/10/23/3_Beautiful_city_scenery,_panorama_in_seashore,_city_landscape,_architecture,_architecture,_architecture,_cityscape_architecture,_.jpg","3_Beautiful_city_scenery,_panorama_in_seashore,_city_landscape,_architecture,_architecture,_architecture,_cityscape_architecture,_.jpg",4
